"lb","e","ub","time","note","type"
0.172311266117107,0.520334614176211,1.5712734100967,2002.77113535847,232,"fit"
0.27663099238851,0.687495271224561,1.70859289436495,2002.9932926513,232,"fit"
0.431302821150862,0.905628545870931,1.90159447811592,2003.21544994413,232,"fit"
0.648977003900968,1.18427651248107,2.16111025442181,2003.43760723696,232,"fit"
0.934074102398706,1.52775681095101,2.4987748481768,2003.65976452979,232,"fit"
1.27204280173879,1.92695284865016,2.91904272076802,2003.88192182262,232,"fit"
1.61590351231132,2.33802296807073,3.38284517459056,2004.10407911545,232,"fit"
1.90100428645365,2.68995656136486,3.80633876188068,2004.32623640828,232,"fit"
2.09167113795862,2.92344793222708,4.08599021965941,2004.54839370111,232,"fit"
2.19509750652886,3.02759652486235,4.1758239395267,2004.77055099395,232,"fit"
2.21514217238663,3.01669892171948,4.10830171433126,2004.99270828678,232,"fit"
2.11534435501746,2.88786872560427,3.94251921988106,2005.21486557961,232,"fit"
1.90538109813065,2.68438901994502,3.78189141136704,2005.43702287244,232,"fit"
1.62422493612953,2.42653695858597,3.625163904585,2005.65918016527,232,"fit"
1.34863396846028,2.1521150950208,3.43428942955087,2005.8813374581,232,"fit"
1.12568313769391,1.89463636142591,3.1888608986282,2006.10349475093,232,"fit"
0.971274212398663,1.68242402795366,2.91426517218601,2006.32565204376,232,"fit"
0.882775231358332,1.53099952379345,2.65521670589817,2006.54780933659,232,"fit"
0.854336571733252,1.44881738243501,2.45696119901235,2006.76996662942,232,"fit"
0.87506440111643,1.42878562037004,2.33288926663191,2006.99212392225,232,"fit"
0.938584376050152,1.46761215215247,2.29482344273597,2007.21428121508,232,"fit"
1.04322172287054,1.56737875085286,2.35489359046822,2007.43643850791,232,"fit"
1.18603271602587,1.73009016617212,2.52371788960007,2007.65859580074,232,"fit"
1.35157121436905,1.94138867608634,2.78859889258276,2007.88075309357,232,"fit"
1.52257131973131,2.17796598094244,3.11547692556015,2008.1029103864,232,"fit"
1.69558806726081,2.4281413366153,3.47718320529621,2008.32506767923,232,"fit"
1.87292369228862,2.68776991697177,3.85712837972108,2008.54722497207,232,"fit"
2.03985825606937,2.93950994388235,4.23594074954654,2008.7693822649,232,"fit"
2.18304539219603,3.1775170487807,4.62501358486885,2008.99153955773,232,"fit"
2.30456730619258,3.41153992269554,5.05023420790162,2009.21369685056,232,"fit"
2.3823651342424,3.60881256801965,5.46663815882201,2009.43585414339,232,"fit"
2.41729978551308,3.75442667852538,5.83118393874812,2009.65801143622,232,"fit"
2.42135903458261,3.83968047919949,6.0887897960523,2009.88016872905,232,"fit"
2.41958337683058,3.87924476090073,6.2194756581143,2010.10232602188,232,"fit"
2.42287346201242,3.89167107455297,6.250885153504,2010.32448331471,232,"fit"
2.44110519601528,3.90468341762615,6.24575811676295,2010.54664060754,232,"fit"
2.44208362282948,3.88960065294518,6.1951167838645,2010.76879790037,232,"fit"
2.40023894782945,3.83262730368879,6.11982072129286,2010.9909551932,232,"fit"
2.2858143274283,3.69186813523037,5.9628160364468,2011.21311248603,232,"fit"
2.12259324690814,3.47910358763394,5.7025347607785,2011.43526977886,232,"fit"
1.93552706879843,3.21789525242254,5.34988635524058,2011.65742707169,232,"fit"
1.73039830791985,2.93135930729942,4.96583205679426,2011.87958436452,232,"fit"
1.52315322847152,2.65310955215895,4.62132775887604,2012.10174165736,232,"fit"
1.31642335394452,2.39814555860152,4.36873297864829,2012.32389895019,232,"fit"
1.11278947147709,2.17406065500124,4.24746985191235,2012.54605624302,232,"fit"
0.917936526577882,1.98305103801018,4.28405592924141,2012.76821353585,232,"fit"
0.733605169090531,1.81580547221748,4.49444694756243,2012.99037082868,232,"fit"
0.563156627295279,1.6626816004769,4.9089542244078,2013.21252812151,232,"fit"
0.414042673996252,1.52161390297386,5.59195709798816,2013.43468541434,232,"fit"
0.291887681647027,1.39338628099286,6.65161790008992,2013.65684270717,232,"fit"
0.00731000551163844,0.0275185023976177,0.103593352016223,2002.99407289398,234,"fit"
0.012980820367834,0.0420103068308994,0.135959502559606,2003.1732514361,234,"fit"
0.0226912823203582,0.0640428784526666,0.180751806909707,2003.35242997822,234,"fit"
0.038963926528442,0.0973502243017501,0.243226671846925,2003.53160852034,234,"fit"
0.0658758291419736,0.147616374531643,0.330782842716162,2003.71078706246,234,"fit"
0.109874907219285,0.223245861192442,0.453595054602306,2003.88996560458,234,"fit"
0.181170140548765,0.336799926634831,0.626119680857093,2004.0691441467,234,"fit"
0.295790778599642,0.506948118209806,0.868845187713958,2004.24832268882,234,"fit"
0.479107551457346,0.76196914920158,1.21183016750398,2004.42750123094,234,"fit"
0.770596531784786,1.14466078602464,1.70030393470351,2004.60667977306,234,"fit"
1.22927997986052,1.71824019440706,2.40168994374332,2004.78585831518,234,"fit"
1.93634796235771,2.57033915629869,3.41190917481482,2004.9650368573,234,"fit"
2.99073161742487,3.81191597117732,4.85857817754579,2005.14421539942,234,"fit"
4.5026256201296,5.57701613212441,6.90777150090497,2005.32339394154,234,"fit"
6.52042876986913,7.94875230868693,9.68995529202351,2005.50257248367,234,"fit"
8.91356816043211,10.8379078267972,13.1776909031297,2005.68175102579,234,"fit"
11.3711935244763,13.9433575276263,17.0973450346029,2005.86092956791,234,"fit"
13.5297097524866,16.8714816190648,21.0386547257693,2006.04010811003,234,"fit"
15.0866785299,19.2690201158611,24.6107939192578,2006.21928665215,234,"fit"
15.8620469638358,20.8682069670586,27.454341990845,2006.39846519427,234,"fit"
15.6738912828703,21.3387962513293,29.0511282257892,2006.57764373639,234,"fit"
