"ac.ha","name","geo","sero","year","ac.na"
"CY014417","Indonesia_CDC624_2006","Indonesia","H5N1","2006.378","CY014422"
"CY014425","Indonesia_CDC624E_2006","Indonesia","H5N1","2006.378","CY014430"
"CY048051","chicken_Nigeria_08VIR4337_438_2006","Nigeria","H5N1","2006.378","CY048053"
"EU146785","Indonesia_560H_2006","Indonesia","H5N1","2006.381","EU146786"
"JX080756","greater_white_fronted_goose_Alaska_44065_031_2006","USA","H5N2","2006.381","JX081147"
"CY014433","Indonesia_CDC625_2006","Indonesia","H5N1","2006.384","CY014438"
"CY014465","Indonesia_CDC625L_2006","Indonesia","H5N1","2006.386","CY014470"
"AM400973","chicken_Burkina_Faso_13_1_2006","Burkina_Faso","H5N1","2006.389","AM503016"
"CY014441","Indonesia_CDC634_2006","Indonesia","H5N1","2006.389","CY014446"
"CY014449","Indonesia_CDC634P_2006","Indonesia","H5N1","2006.389","CY014454"
"CY014457","Indonesia_CDC634T_2006","Indonesia","H5N1","2006.389","CY014462"
"JX080785","tundra_swan_Alaska_44056_144_2006","USA","H5N2","2006.397","JX081177"
"CY014510","Indonesia_CDC644T_2006","Indonesia","H5N1","2006.405","CY014507"
"EU146801","Indonesia_567H_2006","Indonesia","H5N1","2006.405","EU146803"
"CY014518","Indonesia_CDC644_2006","Indonesia","H5N1","2006.408","CY014515"
"EU124198","Chicken_Indonesia_Agam1631_3_2006","Indonesia","H5N1","2006.414","EU124218"
"EU146809","Indonesia_569H_2006","Indonesia","H5N1","2006.414","EU146811"
"CY098655","Guangdong_2_2006","China","H5N1","2006.419","CY098657"
"FJ445242","goose_Hungary_14756_2006","Hungary","H5N1","2006.427","FJ445244"
"CY048203","chicken_Nigeria_08RS848_14_2006","Nigeria","H5N1","2006.430","CY048205"
"CY048211","chicken_Nigeria_08RS848_15_2006","Nigeria","H5N1","2006.430","CY048213"
"FJ602795","bar_headed_goose_Qinghai_2_2006","China","H5N1","2006.430","FJ602830"
"FJ602796","bar_headed_goose_Qinghai_3_2006","China","H5N1","2006.430","FJ602831"
"CY048059","chicken_Nigeria_08VIR4337_446_2006","Nigeria","H5N1","2006.433","CY048061"
"CY014481","Indonesia_CDC669_2006","Indonesia","H5N1","2006.447","CY014486"
"CY014489","Indonesia_CDC669P_2006","Indonesia","H5N1","2006.447","CY014494"
"EU146817","Indonesia_583H_2006","Indonesia","H5N1","2006.447","EU146819"
"CY047483","chicken_Reshoty_02_2006","Russia","H5N1","2006.452","CY047485"
"FJ602797","bar_headed_goose_Qinghai_4_2006","China","H5N1","2006.458","FJ602832"
"FJ602798","bar_headed_goose_Qinghai_5_2006","China","H5N1","2006.458","FJ602833"
"CY203645","mallard_Maryland_06OS471_2006","USA","H5N2","2006.463","CY203647"
"EPI79681","Xinjiang_1_2006","China","H5N1","2006.463","CY098663"
"DQ852600","grebe_Tyva_Tyv06_2_06","Russia","H5N1","2006.477","DQ852601"
"DQ863503","grebe_Tyva_Tyv06_8_2006","Russia","H5N1","2006.477","DQ863507"
"DQ914808","grebe_Tyva_Tyv06_1_2006","Russia","H5N1","2006.477","DQ914809"
"CY048219","chicken_Nigeria_08RS848_17_2006","Nigeria","H5N1","2006.479","CY048221"
"CY048227","duck_Nigeria_08RS848_20_2006","Nigeria","H5N1","2006.479","CY048229"
"CY048235","chicken_Nigeria_08RS848_21_2006","Nigeria","H5N1","2006.488","CY048237"
"CY048243","chicken_Nigeria_08RS848_22_2006","Nigeria","H5N1","2006.488","CY048245"
"EU124204","Chicken_Indonesia_Rejang_Lebong1631_22_2006","Indonesia","H5N1","2006.496","EU124224"
"EU124208","Chicken_Indonesia_Gunung_Kidul1631_33_2006","Indonesia","H5N1","2006.496","EU124228"
"CY014497","Indonesia_CDC699_2006","Indonesia","H5N1","2006.510","CY014502"
"EU146825","Indonesia_604H_2006","Indonesia","H5N1","2006.510","EU146827"
"CY048251","chicken_Nigeria_08RS848_24_2006","Nigeria","H5N1","2006.515","CY048253"
"CY048259","chicken_Nigeria_08RS848_26_2006","Nigeria","H5N1","2006.515","CY048261"
"CY048267","chicken_Nigeria_08RS848_28_2006","Nigeria","H5N1","2006.532","CY048269"
"CY047475","duck_Omsk_1822_2006","Russia","H5N1","2006.534","CY047477"
"FJ602800","black_neck_crane_Qinghai_7_2006","China","H5N1","2006.534","FJ602835"
"EU871936","common_gull_Chany_P_2006","Russia","H5N1","2006.542","EU871937"
"FJ602799","bar_headed_goose_Qinghai_6_2006","China","H5N1","2006.542","FJ602834"
"FJ602801","bar_headed_goose_Qinghai_8_2006","China","H5N1","2006.542","FJ602836"
"FJ602802","bar_headed_goose_Qinghai_9_2006","China","H5N1","2006.542","FJ602837"
"CY048275","chicken_Nigeria_08RS848_33_2006","Nigeria","H5N1","2006.545","CY048277"
"FJ602803","common_cormorant_Qinghai_10_2006","China","H5N1","2006.564","FJ602838"
"KP792300","duck_Taiwan_DV413_2006","Taiwan","H5N2","2006.570","KP792302"
"CY190099","environment_Maryland_06OS1166_2006","USA","H5N1","2006.584","CY190101"
"CY190131","environment_Maryland_06OS1175_2006","USA","H5N1","2006.584","CY190133"
"CY190139","environment_Maryland_06OS1177_2006","USA","H5N1","2006.584","CY190141"
"CY190147","environment_Maryland_06OS1178_2006","USA","H5N1","2006.584","CY190149"
"CY190155","environment_Maryland_06OS1181_2006","USA","H5N1","2006.584","CY190157"
"CY190163","environment_Maryland_06OS1186_2006","USA","H5N1","2006.584","CY190165"
"CY190171","environment_Maryland_06OS1187_2006","USA","H5N1","2006.584","CY190173"
"CY190179","environment_Maryland_06OS1190_2006","USA","H5N1","2006.584","CY190181"
"CY190187","environment_Maryland_06OS1193_2006","USA","H5N1","2006.584","CY190189"
"CY190195","environment_Maryland_06OS1194_2006","USA","H5N1","2006.584","CY190197"
"CY190203","environment_Maryland_06OS1195_2006","USA","H5N1","2006.584","CY190205"
"JF758668","environment_Maryland_1149_2006","USA","H5N1","2006.584","JF758666"
"JF758670","environment_Maryland_1152_2006","USA","H5N1","2006.584","JF758675"
"JF758681","environment_Maryland_1153_2006","USA","H5N1","2006.584","JF758684"
"JF758697","environment_Maryland_1156_2006","USA","H5N1","2006.584","JF758695"
"JF758702","environment_Maryland_1158_2006","USA","H5N1","2006.584","JF758701"
"JF758715","environment_Maryland_1159_2006","USA","H5N1","2006.584","JF758716"
"JF758727","environment_Maryland_1165_2006","USA","H5N1","2006.584","JF758726"
"JF758734","environment_Maryland_1170_2006","USA","H5N1","2006.584","JF758738"
"CY091823","chicken_Jembrana_BBVD_300_2006","Indonesia","H5N1","2006.589","KC791684"
"CY014529","Indonesia_CDC739_2006","Indonesia","H5N1","2006.592","CY014531"
"CY014537","Indonesia_CDC742_2006","Indonesia","H5N1","2006.597","CY014539"
"HQ200467","duck_Cambodia_D1PV_2006","Cambodia","H5N1","2006.597","HQ200468"
"HQ200475","duck_Cambodia_D3PV_2006","Cambodia","H5N1","2006.597","HQ200476"
"CY048283","chicken_Nigeria_08RS848_35_2006","Nigeria","H5N1","2006.603","CY048285"
"CY076197","mallard_Washington_44242_264_2006","USA","H5N2","2006.605","CY076199"
"GQ466176","Thailand_NBL1_2006","Thailand","H5N1","2006.605","GQ466177"
"HQ200490","duck_Cambodia_D2KC167_2006","Cambodia","H5N1","2006.619","HQ200491"
"HQ200498","duck_Cambodia_D3KC167_2006","Cambodia","H5N1","2006.619","HQ200499"
"HQ200511","duck_Cambodia_D5KC167_2006","Cambodia","H5N1","2006.619","HQ200512"
"CY095474","mallard_British_Columbia_18311_2006","Canada","H5N2","2006.627","CY095476"
"FJ602804","bar_headed_goose_Qinghai_11_2006","China","H5N1","2006.627","FJ602839"
"CY095378","mallard_Quebec_11200_2006","Canada","H5N2","2006.644","CY095380"
"EU557516","northern_pintail_Alaska_44184_144_2006","USA","H5N9","2006.647","EU557593"
"FJ520081","northern_pintail_California_44242_758_2006","USA","H5N2","2006.663","FJ520140"
"EU124202","Chicken_Indonesia_Bangka_Seletan1631_20_2006","Indonesia","H5N1","2006.666","EU124222"
"EU124203","Chicken_Indonesia_Bangka_Seletan1631_21_2006","Indonesia","H5N1","2006.666","EU124223"
"EU124205","Chicken_Indonesia_Lampung1631_23_2006","Indonesia","H5N1","2006.666","EU124225"
"CY048291","chicken_Nigeria_08RS848_38_2006","Nigeria","H5N1","2006.668","CY048293"
"CY048299","chicken_Nigeria_08RS848_39_2006","Nigeria","H5N1","2006.668","CY048301"
"CY048315","chicken_Nigeria_08RS848_40_2006","Nigeria","H5N1","2006.668","CY048317"
"KP792308","duck_Taiwan_DV518_2006","Taiwan","H5N2","2006.682","KP792310"
"KC790045","mallard_QC_2323_25_2006","Canada","H5N2","2006.690","KC790047"
"KX979003","mallard_duck_Netherlands_36_2006","Netherlands","H5N3","2006.693","KX979553"
"GU183453","muscovy_duck_Jakarta_Sum106_2006","Indonesia","H5N1","2006.704","GU183472"
"GU183454","duck_Jakarta_Slmt306_2006","Indonesia","H5N1","2006.704","GU183473"
"KX977669","mallard_duck_Netherlands_12_2006","Netherlands","H5N2","2006.707","KX979415"
"KC790085","duck_AB_329_2006","Canada","H5N9","2006.712","KC790087"
"KX979501","mallard_duck_Netherlands_43_2006","Netherlands","H5N2","2006.712","KX978545"
"CY017662","Indonesia_CDC835_2006","Indonesia","H5N1","2006.723","CY017664"
"CY017670","Indonesia_CDC836_2006","Indonesia","H5N1","2006.729","CY017672"
"CY017678","Indonesia_CDC836T_2006","Indonesia","H5N1","2006.729","CY017680"
"KR987709","swine_Tabanan_061_2006","Indonesia","H5N1","2006.745","KR987722"
"EU124199","Pigeon_Indonesia_Rokhit1631_6_2006","Indonesia","H5N1","2006.748","EU124219"
"EU124209","Chicken_Indonesia_Kulon1631_47_2006","Indonesia","H5N1","2006.748","EU124229"
"FJ520094","northern_pintail_California_44221_761_2006","USA","H5N9","2006.753","FJ520153"
"FJ520095","northern_pintail_California_44221_789_2006","USA","H5N2","2006.759","FJ520154"
"FJ520097","northern_pintail_California_44221_797_2006","USA","H5N2","2006.759","FJ520156"
"CY048323","chicken_Nigeria_08RS848_41_2006","Nigeria","H5N1","2006.773","CY048325"
"CY017688","Indonesia_CDC887_2006","Indonesia","H5N1","2006.784","CY017690"
"EF061116","Egypt_12374_NAMRU3_2006","Egypt","H5N1","2006.786","EF222324"
"GQ122399","chicken_Banten_UT6025_2006","Indonesia","H5N1","2006.786","GQ122517"
"GU046735","mallard_Bavaria_36_2006","Germany","H5N3","2006.786","GU046736"
"FJ520093","northern_pintail_California_44249_053_2006","USA","H5N2","2006.803","FJ520152"
"CY046158","mallard_France_06964_2006","France","H5N3","2006.811","CY046160"
"EU124210","Chicken_Indonesia_Bandung1631_49_2006","Indonesia","H5N1","2006.833","EU124230"
"EU124211","Chicken_Indonesia_Garut1631_51_2006","Indonesia","H5N1","2006.833","EU124231"
"CY076253","northern_shoveler_Washington_44249_645_2006","USA","H5N2","2006.841","CY076255"
"CY046142","mallard_France_061054_2006","France","H5N3","2006.849","CY046144"
"CY184141","mallard_Sweden_58705_2006","Sweden","H5N2","2006.852","CY184143"
"EPI26258","duck_France_06964_2006","France","H5N3","2006.852","EPI26258"
"CY017638","Indonesia_CDC938_2006","Indonesia","H5N1","2006.858","CY017640"
"CY017646","Indonesia_CDC938E_2006","Indonesia","H5N1","2006.858","CY017648"
"CY048331","chicken_Nigeria_08RS848_42_2006","Nigeria","H5N1","2006.858","CY048333"
"CY034758","mallard_Italy_4223_2_2006","Italy","H5N2","2006.860","CY034760"
"CY017654","Indonesia_CDC940_2006","Indonesia","H5N1","2006.863","CY017656"
"GQ122396","chicken_East_Java_UT6016_2006","Indonesia","H5N1","2006.871","GQ122499"
"GQ122397","chicken_East_Java_UT6019_2006","Indonesia","H5N1","2006.871","GQ122505"
"GQ122398","chicken_East_Java_UT6021_2006","Indonesia","H5N1","2006.871","GQ122511"
"GQ122400","chicken_South_Kalimantan_UT6029_2006","Indonesia","H5N1","2006.871","GQ122523"
"GQ122547","chicken_East_Java_UT6017_2006","Indonesia","H5N1","2006.871","GQ122549"
"GQ122555","chicken_East_Java_UT6020_2006","Indonesia","H5N1","2006.871","GQ122557"
"GQ122563","chicken_East_Java_UT6023_2006","Indonesia","H5N1","2006.871","GQ122565"
"GQ122571","chicken_South_Kalimantan_UT6028_2006","Indonesia","H5N1","2006.871","GQ122573"
"GU046738","mallard_Bavaria_38_2006","Germany","H5N3","2006.871","GU046739"
"GU361198","aquatic_bird_Korea_w113_2006","South_Korea","H5N2","2006.871","GU361237"
"GU361199","aquatic_bird_Korea_w114_2006","South_Korea","H5N2","2006.871","GU361238"
"GU361200","aquatic_bird_Korea_w120_2006","South_Korea","H5N2","2006.871","GU361239"
"GU361201","aquatic_bird_Korea_w121_2006","South_Korea","H5N2","2006.871","GU361240"
"GU361202","aquatic_bird_Korea_w125_2006","South_Korea","H5N2","2006.871","GU361241"
"EPI26259","duck_France_061054_2006","France","H5N3","2006.890","EPI26259"
"JX444803","wild_bird_Korea_AG63_2006","South_Korea","H5N2","2006.896","JX444805"
"EU372947","chicken_Egypt_06959_NLQP_2006","Egypt","H5N1","2006.904","GQ184255"
"CY048339","chicken_Nigeria_08RS848_44_2006","Nigeria","H5N1","2006.907","CY048341"
"FJ784854","chicken_Hunan_3157_2006","China","H5N1","2006.912","FJ784774"
"FJ784855","duck_Hunan_3315_2006","China","H5N1","2006.912","FJ784775"
"FJ784856","duck_Hunan_3340_2006","China","H5N1","2006.912","FJ784776"
"EU124200","Chicken_Indonesia_Pekenbaru1631_11_2006","Indonesia","H5N1","2006.915","EU124220"
"EU124201","Chicken_Indonesia_Belitung_Timor1631_18_2006","Indonesia","H5N1","2006.915","EU124221"
"CY048347","chicken_Nigeria_08RS848_45_2006","Nigeria","H5N1","2006.918","CY048349"
"JX444811","bean_goose_Korea_EG16_2006","South_Korea","H5N2","2006.921","JX444813"
"CY048355","chicken_Nigeria_08RS848_47_2006","Nigeria","H5N1","2006.934","CY048357"
"CY098668","Anhui_1_2006","China","H5N1","2006.940","EPI73320"
"CY048371","chicken_Nigeria_08RS848_50_2006","Nigeria","H5N1","2006.948","CY048373"
"CY048379","chicken_Nigeria_08RS848_52_2006","Nigeria","H5N1","2006.948","CY048381"
"AB490826","northern_pintail_Akita_714_2006","Japan","H5N2","2006.953","AB490828"
"CY020693","turkey_Ivory_Coast_4372_2_2006","Cote_dIvoire","H5N1","2006.953","CY020695"
"CY020701","turkey_Ivory_Coast_4372_3_2006","Cote_dIvoire","H5N1","2006.953","CY020703"
"CY020709","turkey_Ivory_Coast_4372_4_2006","Cote_dIvoire","H5N1","2006.953","CY020711"
"FJ784841","duck_Hunan_689_2006","China","H5N1","2006.953","FJ784761"
"GU361203","aquatic_bird_Korea_w132_2006","South_Korea","H5N2","2006.953","GU361242"
"KC790093","duck_BC_8038_2006","Canada","H5N2","2006.956","KC790095"
"KC790061","goose_MB_428_2006","Canada","H5N2","2006.962","KC790063"
"JX420206","chicken_Ca_Mau_1180_2006","Vietnam","H5N1","2006.986","JX420208"
"JX420238","Muscovy_duck_Ca_Mau_1159_2006","Vietnam","H5N1","2006.986","JX420240"
"JX420222","Muscovy_duck_Ca_Mau_1185_2006","Vietnam","H5N1","2006.989","JX420224"
"JX420134","Muscovy_duck_Ca_Mau_1181_2006","Vietnam","H5N1","2006.992","JX420136"
"FJ784843","chicken_Henan_1362_2006","China","H5N1","2006.995","FJ784763"
"FJ784844","duck_Henan_1647_2006","China","H5N1","2006.995","FJ784764"
"FJ784845","duck_Henan_1650_2006","China","H5N1","2006.995","FJ784765"
"FJ784846","duck_Henan_1652_2006","China","H5N1","2006.995","FJ784766"
"CY048387","chicken_Nigeria_08RS848_54_2006","Nigeria","H5N1","2006.997","CY048389"
"EU124212","Chicken_Indonesia_Magelang1631_57_2007","Indonesia","H5N1","2007.000","EU124232"
"GU183458","chicken_Jakarta_DKI_Nurs_2007","Indonesia","H5N1","2007.008","GU183477"
"CY019352","Indonesia_CDC1031_2007","Indonesia","H5N1","2007.011","CY019354"
"CY019360","Indonesia_CDC1031T_2007","Indonesia","H5N1","2007.011","CY019362"
"CY019376","Indonesia_CDC1031RE2_2007","Indonesia","H5N1","2007.011","CY019378"
"CY019368","Indonesia_CDC1031T2_2007","Indonesia","H5N1","2007.014","CY019370"
"CY019384","Indonesia_CDC1032_2007","Indonesia","H5N1","2007.014","CY019386"
"JX420158","chicken_Bac_Lieu_1214_2007","Vietnam","H5N1","2007.014","JX420160"
"JX420214","duck_Bac_Lieu_1213_2007","Vietnam","H5N1","2007.014","JX420216"
"CY019392","Indonesia_CDC1032N_2007","Indonesia","H5N1","2007.016","CY019394"
"CY019400","Indonesia_CDC1032T_2007","Indonesia","H5N1","2007.016","CY019402"
"CY048067","chicken_Nigeria_08VIR4337_497_2007","Nigeria","H5N1","2007.019","CY048069"
"GU220793","lesser_kestrel_Heilongjiang_194_2007","China","H5N1","2007.025","GU220788"
"CY019408","Indonesia_CDC1046_2007","Indonesia","H5N1","2007.027","CY019410"
"CY019416","Indonesia_CDC1046T_2007","Indonesia","H5N1","2007.027","CY019418"
"CY048395","goose_Nigeria_08RS848_56_2007","Nigeria","H5N1","2007.027","CY048397"
"CY019424","Indonesia_CDC1047_2007","Indonesia","H5N1","2007.030","CY019426"
"CY019432","Indonesia_CDC1047S_2007","Indonesia","H5N1","2007.030","CY019434"
"FJ667188","chicken_Domodedovo_MK_2007","Russia","H5N1","2007.036","FJ667187"
"AB465593","duck_Egypt_D2br10_2007","Egypt","H5N1","2007.038","AB465595"
"EF382359","Egypt_0636_NAMRU3_2007","Egypt","H5N1","2007.038","EF382360"
"GQ122401","chicken_East_Java_UT6031_2007","Indonesia","H5N1","2007.038","GQ122529"
"GU046782","swan_Bavaria_15_2007","Germany","H5N2","2007.038","GU046783"
"GU183455","Muscovy_duck_West_Java_Bks3_2007","Indonesia","H5N1","2007.038","GU183474"
"GU361204","aquatic_bird_Korea_w161_2007","South_Korea","H5N2","2007.038","GU361243"
"GU361205","aquatic_bird_Korea_w163_2007","South_Korea","H5N2","2007.038","GU361244"
"GU361206","aquatic_bird_Korea_w164_2007","South_Korea","H5N2","2007.038","GU361245"
"CY048403","chicken_Nigeria_08RS848_58_2007","Nigeria","H5N1","2007.049","CY048405"
"CY048411","chicken_Nigeria_08RS848_59_2007","Nigeria","H5N1","2007.052","CY048413"
"CY048427","chicken_Nigeria_08RS848_60_2007","Nigeria","H5N1","2007.060","CY048429"
"FJ784847","chicken_Hunan_1793_2007","China","H5N1","2007.060","FJ784767"
"FJ784848","duck_Hunan_1930_2007","China","H5N1","2007.060","FJ784768"
"FJ784849","duck_Hunan_1964_2007","China","H5N1","2007.060","FJ784769"
"FJ784850","duck_Hunan_1994_2007","China","H5N1","2007.060","FJ784770"
"CY075997","gadwall_California_44287_137_2007","USA","H5N3","2007.063","CY075999"
"HM849030","mallard_PT_4228_2007","Portugal","H5N3","2007.066","HM849034"
"CY048435","turkey_Nigeria_08RS848_61_2007","Nigeria","H5N1","2007.068","CY048437"
"FJ784842","chicken_Anhui_1089_2007","China","H5N1","2007.074","FJ784762"
"FJ784851","chicken_Hubei_2856_2007","China","H5N1","2007.077","FJ784771"
"FJ784852","duck_Hubei_2911_2007","China","H5N1","2007.077","FJ784772"
"FJ784853","chicken_Hubei_3002_2007","China","H5N1","2007.077","FJ784773"
"EU124215","Chicken_Indonesia_Soppeng1631_71_2007","Indonesia","H5N1","2007.085","EU124183"
"CY076880","cinnamon_teal_California_JN1504_2007","USA","H5N3","2007.090","CY076882"
"CY048075","goose_Nigeria_08VIR4337_544_2007","Nigeria","H5N1","2007.099","CY048077"
"CY048443","water_fowl_Nigeria_08RS848_66_2007","Nigeria","H5N1","2007.110","CY048445"
"CY048451","chicken_Nigeria_08RS848_67_2007","Nigeria","H5N1","2007.110","CY048453"
"EF474450","chicken_Moscow_2_2007","Russia","H5N1","2007.118","EF474448"
"CY048459","chicken_Nigeria_08RS848_68_2007","Nigeria","H5N1","2007.121","CY048461"
"EU544247","white_faced_whistling_duck_Nigeria_3927_1_2007","Nigeria","H5N2","2007.121","EU544245"
"CY046166","Muscovy_duck_France_070090b_2007","France","H5N3","2007.123","CY046168"
"EPI20912","duck_Egypt_5169_4_2007","Egypt","H5N1","2007.123","EPI20912"
"EPI83699","Chicken_Turkey_Batman_09rs2842_92_2007","Turkey","H5N1","2007.123","EPI83699"
"CY048475","chicken_Nigeria_08RS848_70_2007","Nigeria","H5N1","2007.126","CY048477"
"CY048483","chicken_Nigeria_08RS848_71_2007","Nigeria","H5N1","2007.126","CY048485"
"EU544244","spur_winged_goose_Nigeria_5388_8_2007","Nigeria","H5N2","2007.129","EU544246"
"EU544248","spur_winged_goose_Nigeria_5388_2_2007","Nigeria","H5N2","2007.129","EU544243"
"EPI79682","Fujian_1_2007","China","H5N1","2007.132","CY098676"
"CY048491","guinea_fowl_Nigeria_08RS848_72_2007","Nigeria","H5N1","2007.137","CY048493"
"JX021299","duck_Vietnam_MB2_2007","Vietnam","H5N1","2007.137","JX826577"
"JN679058","chicken_Bangladesh_BL_4_2007","Bangladesh","H5N1","2007.142","KF597838"
"EU717849","chicken_Egypt_1709_1VIR08_2007","Egypt","H5N1","2007.151","EU717850"
"CY048499","chicken_Nigeria_08RS848_74_2007","Nigeria","H5N1","2007.153","CY048501"
"EU124214","Chicken_Indonesia_Semerang1631_62_2007","Indonesia","H5N1","2007.162","EU124234"
"EU717851","duck_Egypt_1709_3VIR08_2007","Egypt","H5N1","2007.170","EU717852"
"EU717853","chicken_Egypt_1709_4VIR08_2007","Egypt","H5N1","2007.170","EU717854"
"GU183456","chicken_Pessel_BPPVRII_2007","Indonesia","H5N1","2007.178","GU183475"
"CY048507","chicken_Nigeria_08RS848_75_2007","Nigeria","H5N1","2007.184","CY048509"
"CY048515","chicken_Nigeria_08RS848_76_2007","Nigeria","H5N1","2007.184","CY048517"
"CY091791","chicken_Tabanan_BBVD_107_2007","Indonesia","H5N1","2007.184","KC791653"
"FJ520100","northern_pintail_California_44290_230_2007","USA","H5N2","2007.184","FJ520159"
"EF535822","Egypt_2321_NAMRU3_2007","Egypt","H5N1","2007.195","FJ461635"
"EPI120232","Egypt_321_NAMRU3_2007","Egypt","H5N1","2007.195","EPI120232"
